year,membrane,chloride_wc_0.4,chloride_wc_0.35_SF,membrane + chloride_wc_0.4,membrane with maintenance + chloride_wc_0.4,membrane + chloride_wc_0.37_SF,membrane with maintenance + chloride_wc_0.37_SF
129,0.9999999999794421,0.7709649531137229,0.5820020343129467,0.7038333536696291,0.6223091301229926,0.524094375668517,0.43996219028709493
130,0.9999999999794421,0.7719751042452027,0.5869798711144332,0.7051395863922518,0.6239564973880375,0.529761820788307,0.4465909214937195
131,0.9999999999794421,0.7717716414780963,0.5872463404008322,0.7048764874202788,0.6236246877293232,0.5300652055952022,0.44694576504219274
132,0.9999999999794421,0.7730471100416716,0.5896654175184226,0.7065258037676045,0.6257047380245201,0.5328194113579121,0.4501671265733328
133,0.9999999999794421,0.7746084624526056,0.5926769952818043,0.7085447982993638,0.6282510113204812,0.5362482002834246,0.45417749097405835
134,0.9999999999794421,0.7744868762017559,0.591776080140885,0.7083875743607555,0.6280527269219518,0.5352224761943538,0.45297778826236024
135,0.9999999999794421,0.7774656517080781,0.5938729817976626,0.712239447529482,0.6329105517623247,0.5376098736795092,0.4557701251757268
136,0.9999999999794421,0.777775802183417,0.5964025645695152,0.7126405050417687,0.633416349087486,0.5404898940793663,0.45913864144659167
137,0.9999999999794421,0.7781681134986154,0.5977181193251226,0.7131478052480424,0.634056135351367,0.5419877001900963,0.4608904985705363
138,0.9999999999794421,0.7790985138976906,0.5978993047503254,0.714350911801646,0.6355734441114691,0.5421939862727448,0.4611317739538252
139,0.9999999999794421,0.7809120878028706,0.6001193637141309,0.7166960555192708,0.638531043416196,0.5447216027539254,0.46408811316718135
140,0.9999999999794421,0.7797206507858583,0.6011316093978606,0.7151554008884277,0.6365880328319145,0.5458740806452396,0.46543606908058277
141,0.9999999999794421,0.7801671796256381,0.6036062201379148,0.7157328101135807,0.6373162377218842,0.5486915134220456,0.46873138190239827
142,0.9999999999794421,0.7834963998275158,0.6019482465145201,0.7200378455018397,0.6427455722123241,0.546803851191367,0.4665235430488076
143,0.9999999999794421,0.7856465706658313,0.6057575196793318,0.7228182448111223,0.6462520980606953,0.5511408448431899,0.47159615770234586
144,0.9999999999794421,0.7859466465681063,0.6069571902365793,0.7232062748302026,0.6467414656444475,0.552506712652074,0.4731936977539042
145,0.9999999999794421,0.787066909413888,0.6082519413629156,0.7246548936967233,0.6485684044884239,0.5539808330873012,0.4749178517465368
146,0.9999999999794421,0.7871013029701209,0.6096821510000404,0.7246993682186029,0.6486244939357358,0.5556091778787131,0.47682238892437145
147,0.9999999999794421,0.7893133900447614,0.6124924309636803,0.727559831798893,0.6522319935668592,0.5588087820642937,0.4805646953191425
